4.5244e-06	4.8322e-06	5.1581e-06	5.5026e-06	5.8665e-06	6.25e-06	6.6538e-06	7.0782e-06	7.5234e-06	7.9895e-06	8.4765e-06	8.9842e-06	9.5121e-06	1.006e-05	1.0626e-05	1.121e-05	1.181e-05	1.2424e-05	1.3051e-05	1.3688e-05	1.4332e-05	1.4979e-05	1.5628e-05	1.6273e-05	1.691e-05	1.7536e-05	1.8145e-05	1.8733e-05	1.9295e-05	1.9825e-05	2.0319e-05	2.0772e-05	2.1179e-05	2.1536e-05	2.1839e-05	2.2085e-05	2.2271e-05	2.2394e-05	2.2454e-05	2.2449e-05	2.2381e-05	2.2248e-05	2.2054e-05	2.18e-05	2.1489e-05	2.1124e-05	2.071e-05	2.0252e-05	1.9752e-05	1.9217e-05	1.8652e-05	1.806e-05	1.7449e-05	1.6821e-05	1.6182e-05	1.5536e-05	1.4888e-05	1.424e-05	1.3597e-05	1.2962e-05	1.2337e-05	1.1724e-05	1.1126e-05	1.0545e-05	9.9812e-06	9.4364e-06	8.9113e-06	8.4065e-06	7.9225e-06	7.4593e-06	7.0171e-06	6.5956e-06	6.1947e-06	5.8139e-06	5.4529e-06	5.111e-06	4.7877e-06	4.4824e-06	4.1944e-06	3.923e-06	3.6674e-06	3.4271e-06	3.2013e-06	2.9893e-06	2.7903e-06	2.6038e-06	2.429e-06	2.2653e-06	2.1121e-06	1.9688e-06	1.8347e-06	1.7095e-06	1.5925e-06	1.4832e-06	1.3812e-06	1.2861e-06	1.1973e-06	1.1144e-06	1.0372e-06	9.6524e-07
9.5699e-06	1.011e-05	1.0672e-05	1.1254e-05	1.1856e-05	1.2478e-05	1.3118e-05	1.3774e-05	1.4446e-05	1.513e-05	1.5826e-05	1.6531e-05	1.7242e-05	1.7955e-05	1.8667e-05	1.9375e-05	2.0074e-05	2.0761e-05	2.143e-05	2.2078e-05	2.2699e-05	2.329e-05	2.3844e-05	2.4358e-05	2.4826e-05	2.5246e-05	2.5612e-05	2.5923e-05	2.6173e-05	2.6362e-05	2.6486e-05	2.6546e-05	2.654e-05	2.6468e-05	2.6331e-05	2.6131e-05	2.5869e-05	2.5548e-05	2.5172e-05	2.4743e-05	2.4265e-05	2.3743e-05	2.3182e-05	2.2586e-05	2.1959e-05	2.1307e-05	2.0634e-05	1.9945e-05	1.9243e-05	1.8534e-05	1.7822e-05	1.7109e-05	1.6399e-05	1.5696e-05	1.5002e-05	1.4319e-05	1.365e-05	1.2997e-05	1.2361e-05	1.1743e-05	1.1144e-05	1.0566e-05	1.0008e-05	9.4716e-06	8.9565e-06	8.4628e-06	7.9904e-06	7.5392e-06	7.1089e-06	6.699e-06	6.3091e-06	5.9387e-06	5.5871e-06	5.2539e-06	4.9383e-06	4.6397e-06	4.3575e-06	4.0909e-06	3.8393e-06	3.602e-06	3.3783e-06	3.1676e-06	2.9692e-06	2.7826e-06	2.607e-06	2.4421e-06	2.287e-06	2.1415e-06	2.0048e-06	1.8765e-06	1.7561e-06	1.6433e-06	1.5374e-06	1.4382e-06	1.3453e-06	1.2582e-06	1.1766e-06	1.1002e-06	1.0287e-06	9.617e-07
3.6238e-05	3.7231e-05	3.8191e-05	3.9113e-05	3.999e-05	4.0819e-05	4.1592e-05	4.2306e-05	4.2954e-05	4.3532e-05	4.4037e-05	4.4463e-05	4.4809e-05	4.5071e-05	4.5247e-05	4.5337e-05	4.5338e-05	4.5252e-05	4.5078e-05	4.4819e-05	4.4476e-05	4.4052e-05	4.355e-05	4.2974e-05	4.2328e-05	4.1617e-05	4.0845e-05	4.0019e-05	3.9143e-05	3.8222e-05	3.7263e-05	3.6272e-05	3.5252e-05	3.4211e-05	3.3153e-05	3.2083e-05	3.1007e-05	2.9927e-05	2.885e-05	2.7778e-05	2.6715e-05	2.5664e-05	2.4629e-05	2.3611e-05	2.2614e-05	2.1638e-05	2.0687e-05	1.976e-05	1.886e-05	1.7987e-05	1.7142e-05	1.6325e-05	1.5537e-05	1.4778e-05	1.4047e-05	1.3345e-05	1.2672e-05	1.2026e-05	1.1407e-05	1.0816e-05	1.025e-05	9.7105e-06	9.1955e-06	8.7047e-06	8.2372e-06	7.7923e-06	7.3691e-06	6.9668e-06	6.5847e-06	6.2219e-06	5.8777e-06	5.5512e-06	5.2417e-06	4.9484e-06	4.6706e-06	4.4076e-06	4.1587e-06	3.9232e-06	3.7004e-06	3.4898e-06	3.2907e-06	3.1026e-06	2.9249e-06	2.757e-06	2.5985e-06	2.4488e-06	2.3076e-06	2.1743e-06	2.0485e-06	1.9298e-06	1.8179e-06	1.7124e-06	1.6128e-06	1.519e-06	1.4305e-06	1.3471e-06	1.2685e-06	1.1945e-06	1.1247e-06	1.0589e-06
0.00026612	0.00025652	0.00024687	0.00023721	0.00022759	0.00021805	0.00020862	0.00019934	0.00019023	0.00018133	0.00017265	0.00016421	0.00015602	0.0001481	0.00014046	0.00013309	0.00012601	0.00011921	0.0001127	0.00010647	0.00010052	9.4848e-05	8.9442e-05	8.4299e-05	7.9411e-05	7.477e-05	7.037e-05	6.62e-05	6.2253e-05	5.8519e-05	5.499e-05	5.1657e-05	4.8511e-05	4.5543e-05	4.2745e-05	4.0109e-05	3.7627e-05	3.529e-05	3.3091e-05	3.1024e-05	2.908e-05	2.7253e-05	2.5537e-05	2.3926e-05	2.2413e-05	2.0992e-05	1.966e-05	1.841e-05	1.7237e-05	1.6137e-05	1.5107e-05	1.414e-05	1.3235e-05	1.2386e-05	1.1591e-05	1.0847e-05	1.0149e-05	9.4961e-06	8.8844e-06	8.3117e-06	7.7755e-06	7.2736e-06	6.8038e-06	6.3641e-06	5.9526e-06	5.5675e-06	5.2072e-06	4.87e-06	4.5545e-06	4.2593e-06	3.9832e-06	3.7249e-06	3.4832e-06	3.2572e-06	3.0458e-06	2.848e-06	2.6631e-06	2.4901e-06	2.3283e-06	2.177e-06	2.0355e-06	1.9032e-06	1.7795e-06	1.6638e-06	1.5556e-06	1.4544e-06	1.3598e-06	1.2713e-06	1.1886e-06	1.1112e-06	1.0389e-06	9.7131e-07	9.0809e-07	8.4898e-07	7.9371e-07	7.4204e-07	6.9372e-07	6.4856e-07	6.0633e-07	5.6684e-07
0.00050416	0.00048981	0.00047397	0.0004569	0.00043882	0.00041999	0.00040062	0.00038095	0.00036116	0.00034144	0.00032195	0.00030282	0.00028417	0.0002661	0.00024868	0.00023197	0.00021601	0.00020083	0.00018644	0.00017284	0.00016004	0.00014801	0.00013675	0.00012621	0.00011639	0.00010724	9.8729e-05	9.0835e-05	8.3518e-05	7.6746e-05	7.0485e-05	6.4703e-05	5.9368e-05	5.4451e-05	4.9922e-05	4.5754e-05	4.1921e-05	3.8398e-05	3.5162e-05	3.2191e-05	2.9464e-05	2.6963e-05	2.4669e-05	2.2567e-05	2.0641e-05	1.8876e-05	1.726e-05	1.5781e-05	1.4427e-05	1.3187e-05	1.2054e-05	1.1016e-05	1.0068e-05	9.1998e-06	8.4064e-06	7.6809e-06	7.0177e-06	6.4114e-06	5.8573e-06	5.3509e-06	4.888e-06	4.4651e-06	4.0786e-06	3.7254e-06	3.4028e-06	3.108e-06	2.8387e-06	2.5927e-06	2.368e-06	2.1627e-06	1.9752e-06	1.8039e-06	1.6474e-06	1.5045e-06	1.374e-06	1.2548e-06	1.1459e-06	1.0465e-06	9.5568e-07	8.7274e-07	7.97e-07	7.2782e-07	6.6464e-07	6.0695e-07	5.5426e-07	5.0614e-07	4.622e-07	4.2208e-07	3.8543e-07	3.5197e-07	3.2141e-07	2.935e-07	2.6802e-07	2.4474e-07	2.2349e-07	2.0409e-07	1.8636e-07	1.7018e-07	1.554e-07	1.4191e-07
0.0002148	0.0002405	0.00026793	0.00029676	0.00032653	0.00035661	0.00038618	0.00041429	0.00043986	0.00046178	0.00047897	0.00049051	0.00049578	0.00049444	0.0004866	0.00047269	0.00045348	0.00042996	0.00040323	0.00037441	0.00034453	0.00031448	0.00028502	0.00025671	0.00022995	0.000205	0.00018201	0.00016102	0.00014202	0.00012493	0.00010965	9.6053e-05	8.3999e-05	7.3352e-05	6.3975e-05	5.5737e-05	4.8515e-05	4.2196e-05	3.6675e-05	3.1857e-05	2.7658e-05	2.4003e-05	2.0822e-05	1.8057e-05	1.5655e-05	1.3569e-05	1.1759e-05	1.0188e-05	8.8255e-06	7.6444e-06	6.6205e-06	5.7332e-06	4.9644e-06	4.2983e-06	3.7214e-06	3.2217e-06	2.789e-06	2.4143e-06	2.0898e-06	1.8089e-06	1.5658e-06	1.3552e-06	1.173e-06	1.0152e-06	8.7868e-07	7.6049e-07	6.5818e-07	5.6964e-07	4.93e-07	4.2667e-07	3.6926e-07	3.1957e-07	2.7657e-07	2.3935e-07	2.0714e-07	1.7927e-07	1.5514e-07	1.3427e-07	1.162e-07	1.0056e-07	8.7026e-08	7.5314e-08	6.5178e-08	5.6406e-08	4.8815e-08	4.2245e-08	3.656e-08	3.1639e-08	2.7381e-08	2.3696e-08	2.0507e-08	1.7747e-08	1.5359e-08	1.3291e-08	1.1503e-08	9.9545e-09	8.6148e-09	7.4553e-09	6.4519e-09	5.5836e-09
1.6674e-08	2.1038e-08	2.6545e-08	3.3494e-08	4.2261e-08	5.3323e-08	6.7281e-08	8.4892e-08	1.0711e-07	1.3515e-07	1.7053e-07	2.1516e-07	2.7148e-07	3.4253e-07	4.3217e-07	5.4525e-07	6.8791e-07	8.6782e-07	1.0947e-06	1.3807e-06	1.7409e-06	2.1942e-06	2.7639e-06	3.4781e-06	4.3699e-06	5.4768e-06	6.8376e-06	8.4852e-06	1.0433e-05	1.2649e-05	1.5026e-05	1.7343e-05	1.9268e-05	2.0427e-05	2.0548e-05	1.96e-05	1.7812e-05	1.5549e-05	1.3163e-05	1.0898e-05	8.8869e-06	7.1736e-06	5.7523e-06	4.5929e-06	3.6572e-06	2.9071e-06	2.3083e-06	1.8316e-06	1.4527e-06	1.1519e-06	9.1319e-07	7.2388e-07	5.7377e-07	4.5477e-07	3.6045e-07	2.8568e-07	2.2642e-07	1.7945e-07	1.4222e-07	1.1272e-07	8.9334e-08	7.0801e-08	5.6113e-08	4.4472e-08	3.5246e-08	2.7934e-08	2.2139e-08	1.7546e-08	1.3906e-08	1.1021e-08	8.7349e-09	6.9228e-09	5.4866e-09	4.3484e-09	3.4463e-09	2.7313e-09	2.1647e-09	1.7156e-09	1.3597e-09	1.0776e-09	8.5407e-10	6.7689e-10	5.3647e-10	4.2517e-10	3.3697e-10	2.6706e-10	2.1166e-10	1.6775e-10	1.3295e-10	1.0537e-10	8.3509e-11	6.6184e-11	5.2454e-11	4.1572e-11	3.2948e-11	2.6113e-11	2.0695e-11	1.6402e-11	1.2999e-11	1.0303e-11
-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14
2.5061e-06	2.6998e-06	2.9074e-06	3.1297e-06	3.3674e-06	3.6214e-06	3.8926e-06	4.1817e-06	4.4895e-06	4.8169e-06	5.1645e-06	5.533e-06	5.923e-06	6.3349e-06	6.7692e-06	7.226e-06	7.7054e-06	8.2071e-06	8.7307e-06	9.2757e-06	9.8408e-06	1.0425e-05	1.1026e-05	1.1642e-05	1.2271e-05	1.2909e-05	1.3554e-05	1.4201e-05	1.4845e-05	1.5483e-05	1.6108e-05	1.6717e-05	1.7302e-05	1.7859e-05	1.838e-05	1.8861e-05	1.9296e-05	1.9679e-05	2.0006e-05	2.0273e-05	2.0475e-05	2.0611e-05	2.0677e-05	2.0674e-05	2.0601e-05	2.046e-05	2.0252e-05	1.998e-05	1.9648e-05	1.9259e-05	1.882e-05	1.8335e-05	1.781e-05	1.7251e-05	1.6664e-05	1.6054e-05	1.5427e-05	1.4788e-05	1.4143e-05	1.3497e-05	1.2853e-05	1.2215e-05	1.1587e-05	1.0972e-05	1.0372e-05	9.7899e-06	9.2265e-06	8.6834e-06	8.1617e-06	7.6619e-06	7.1845e-06	6.7297e-06	6.2975e-06	5.8875e-06	5.4994e-06	5.1328e-06	4.787e-06	4.4614e-06	4.1553e-06	3.8678e-06	3.5982e-06	3.3456e-06	3.1093e-06	2.8884e-06	2.6821e-06	2.4895e-06	2.3099e-06	2.1426e-06	1.9868e-06	1.8418e-06	1.707e-06	1.5816e-06	1.4651e-06	1.3569e-06	1.2564e-06	1.1632e-06	1.0767e-06	9.9654e-07	9.2218e-07	8.5326e-07
4.5244e-06	4.8322e-06	5.1581e-06	5.5026e-06	5.8665e-06	6.25e-06	6.6538e-06	7.0782e-06	7.5234e-06	7.9895e-06	8.4765e-06	8.9842e-06	9.5121e-06	1.006e-05	1.0626e-05	1.121e-05	1.181e-05	1.2424e-05	1.3051e-05	1.3688e-05	1.4332e-05	1.4979e-05	1.5628e-05	1.6273e-05	1.691e-05	1.7536e-05	1.8145e-05	1.8733e-05	1.9295e-05	1.9825e-05	2.0319e-05	2.0772e-05	2.1179e-05	2.1536e-05	2.1839e-05	2.2085e-05	2.2271e-05	2.2394e-05	2.2454e-05	2.2449e-05	2.2381e-05	2.2248e-05	2.2054e-05	2.18e-05	2.1489e-05	2.1124e-05	2.071e-05	2.0252e-05	1.9752e-05	1.9217e-05	1.8652e-05	1.806e-05	1.7449e-05	1.6821e-05	1.6182e-05	1.5536e-05	1.4888e-05	1.424e-05	1.3597e-05	1.2962e-05	1.2337e-05	1.1724e-05	1.1126e-05	1.0545e-05	9.9812e-06	9.4364e-06	8.9113e-06	8.4065e-06	7.9225e-06	7.4593e-06	7.0171e-06	6.5956e-06	6.1947e-06	5.8139e-06	5.4529e-06	5.111e-06	4.7877e-06	4.4824e-06	4.1944e-06	3.923e-06	3.6674e-06	3.4271e-06	3.2013e-06	2.9893e-06	2.7903e-06	2.6038e-06	2.429e-06	2.2653e-06	2.1121e-06	1.9688e-06	1.8347e-06	1.7095e-06	1.5925e-06	1.4832e-06	1.3812e-06	1.2861e-06	1.1973e-06	1.1144e-06	1.0372e-06	9.6524e-07
9.5699e-06	1.011e-05	1.0672e-05	1.1254e-05	1.1856e-05	1.2478e-05	1.3118e-05	1.3774e-05	1.4446e-05	1.513e-05	1.5826e-05	1.6531e-05	1.7242e-05	1.7955e-05	1.8667e-05	1.9375e-05	2.0074e-05	2.0761e-05	2.143e-05	2.2078e-05	2.2699e-05	2.329e-05	2.3844e-05	2.4358e-05	2.4826e-05	2.5246e-05	2.5612e-05	2.5923e-05	2.6173e-05	2.6362e-05	2.6486e-05	2.6546e-05	2.654e-05	2.6468e-05	2.6331e-05	2.6131e-05	2.5869e-05	2.5548e-05	2.5172e-05	2.4743e-05	2.4265e-05	2.3743e-05	2.3182e-05	2.2586e-05	2.1959e-05	2.1307e-05	2.0634e-05	1.9945e-05	1.9243e-05	1.8534e-05	1.7822e-05	1.7109e-05	1.6399e-05	1.5696e-05	1.5002e-05	1.4319e-05	1.365e-05	1.2997e-05	1.2361e-05	1.1743e-05	1.1144e-05	1.0566e-05	1.0008e-05	9.4716e-06	8.9565e-06	8.4628e-06	7.9904e-06	7.5392e-06	7.1089e-06	6.699e-06	6.3091e-06	5.9387e-06	5.5871e-06	5.2539e-06	4.9383e-06	4.6397e-06	4.3575e-06	4.0909e-06	3.8393e-06	3.602e-06	3.3783e-06	3.1676e-06	2.9692e-06	2.7826e-06	2.607e-06	2.4421e-06	2.287e-06	2.1415e-06	2.0048e-06	1.8765e-06	1.7561e-06	1.6433e-06	1.5374e-06	1.4382e-06	1.3453e-06	1.2582e-06	1.1766e-06	1.1002e-06	1.0287e-06	9.617e-07
3.6238e-05	3.7231e-05	3.8191e-05	3.9113e-05	3.999e-05	4.0819e-05	4.1592e-05	4.2306e-05	4.2954e-05	4.3532e-05	4.4037e-05	4.4463e-05	4.4809e-05	4.5071e-05	4.5247e-05	4.5337e-05	4.5338e-05	4.5252e-05	4.5078e-05	4.4819e-05	4.4476e-05	4.4052e-05	4.355e-05	4.2974e-05	4.2328e-05	4.1617e-05	4.0845e-05	4.0019e-05	3.9143e-05	3.8222e-05	3.7263e-05	3.6272e-05	3.5252e-05	3.4211e-05	3.3153e-05	3.2083e-05	3.1007e-05	2.9927e-05	2.885e-05	2.7778e-05	2.6715e-05	2.5664e-05	2.4629e-05	2.3611e-05	2.2614e-05	2.1638e-05	2.0687e-05	1.976e-05	1.886e-05	1.7987e-05	1.7142e-05	1.6325e-05	1.5537e-05	1.4778e-05	1.4047e-05	1.3345e-05	1.2672e-05	1.2026e-05	1.1407e-05	1.0816e-05	1.025e-05	9.7105e-06	9.1955e-06	8.7047e-06	8.2372e-06	7.7923e-06	7.3691e-06	6.9668e-06	6.5847e-06	6.2219e-06	5.8777e-06	5.5512e-06	5.2417e-06	4.9484e-06	4.6706e-06	4.4076e-06	4.1587e-06	3.9232e-06	3.7004e-06	3.4898e-06	3.2907e-06	3.1026e-06	2.9249e-06	2.757e-06	2.5985e-06	2.4488e-06	2.3076e-06	2.1743e-06	2.0485e-06	1.9298e-06	1.8179e-06	1.7124e-06	1.6128e-06	1.519e-06	1.4305e-06	1.3471e-06	1.2685e-06	1.1945e-06	1.1247e-06	1.0589e-06
0.00026612	0.00025652	0.00024687	0.00023721	0.00022759	0.00021805	0.00020862	0.00019934	0.00019023	0.00018133	0.00017265	0.00016421	0.00015602	0.0001481	0.00014046	0.00013309	0.00012601	0.00011921	0.0001127	0.00010647	0.00010052	9.4848e-05	8.9442e-05	8.4299e-05	7.9411e-05	7.477e-05	7.037e-05	6.62e-05	6.2253e-05	5.8519e-05	5.499e-05	5.1657e-05	4.8511e-05	4.5543e-05	4.2745e-05	4.0109e-05	3.7627e-05	3.529e-05	3.3091e-05	3.1024e-05	2.908e-05	2.7253e-05	2.5537e-05	2.3926e-05	2.2413e-05	2.0992e-05	1.966e-05	1.841e-05	1.7237e-05	1.6137e-05	1.5107e-05	1.414e-05	1.3235e-05	1.2386e-05	1.1591e-05	1.0847e-05	1.0149e-05	9.4961e-06	8.8844e-06	8.3117e-06	7.7755e-06	7.2736e-06	6.8038e-06	6.3641e-06	5.9526e-06	5.5675e-06	5.2072e-06	4.87e-06	4.5545e-06	4.2593e-06	3.9832e-06	3.7249e-06	3.4832e-06	3.2572e-06	3.0458e-06	2.848e-06	2.6631e-06	2.4901e-06	2.3283e-06	2.177e-06	2.0355e-06	1.9032e-06	1.7795e-06	1.6638e-06	1.5556e-06	1.4544e-06	1.3598e-06	1.2713e-06	1.1886e-06	1.1112e-06	1.0389e-06	9.7131e-07	9.0809e-07	8.4898e-07	7.9371e-07	7.4204e-07	6.9372e-07	6.4856e-07	6.0633e-07	5.6684e-07
0.00050416	0.00048981	0.00047397	0.0004569	0.00043882	0.00041999	0.00040062	0.00038095	0.00036116	0.00034144	0.00032195	0.00030282	0.00028417	0.0002661	0.00024868	0.00023197	0.00021601	0.00020083	0.00018644	0.00017284	0.00016004	0.00014801	0.00013675	0.00012621	0.00011639	0.00010724	9.8729e-05	9.0835e-05	8.3518e-05	7.6746e-05	7.0485e-05	6.4703e-05	5.9368e-05	5.4451e-05	4.9922e-05	4.5754e-05	4.1921e-05	3.8398e-05	3.5162e-05	3.2191e-05	2.9464e-05	2.6963e-05	2.4669e-05	2.2567e-05	2.0641e-05	1.8876e-05	1.726e-05	1.5781e-05	1.4427e-05	1.3187e-05	1.2054e-05	1.1016e-05	1.0068e-05	9.1998e-06	8.4064e-06	7.6809e-06	7.0177e-06	6.4114e-06	5.8573e-06	5.3509e-06	4.888e-06	4.4651e-06	4.0786e-06	3.7254e-06	3.4028e-06	3.108e-06	2.8387e-06	2.5927e-06	2.368e-06	2.1627e-06	1.9752e-06	1.8039e-06	1.6474e-06	1.5045e-06	1.374e-06	1.2548e-06	1.1459e-06	1.0465e-06	9.5568e-07	8.7274e-07	7.97e-07	7.2782e-07	6.6464e-07	6.0695e-07	5.5426e-07	5.0614e-07	4.622e-07	4.2208e-07	3.8543e-07	3.5197e-07	3.2141e-07	2.935e-07	2.6802e-07	2.4474e-07	2.2349e-07	2.0409e-07	1.8636e-07	1.7018e-07	1.554e-07	1.4191e-07
0.0002148	0.0002405	0.00026793	0.00029676	0.00032653	0.00035661	0.00038618	0.00041429	0.00043986	0.00046178	0.00047897	0.00049051	0.00049578	0.00049444	0.0004866	0.00047269	0.00045348	0.00042996	0.00040323	0.00037441	0.00034453	0.00031448	0.00028502	0.00025671	0.00022995	0.000205	0.00018201	0.00016102	0.00014202	0.00012493	0.00010965	9.6053e-05	8.3999e-05	7.3352e-05	6.3975e-05	5.5737e-05	4.8515e-05	4.2196e-05	3.6675e-05	3.1857e-05	2.7658e-05	2.4003e-05	2.0822e-05	1.8057e-05	1.5655e-05	1.3569e-05	1.1759e-05	1.0188e-05	8.8255e-06	7.6444e-06	6.6205e-06	5.7332e-06	4.9644e-06	4.2983e-06	3.7214e-06	3.2217e-06	2.789e-06	2.4143e-06	2.0898e-06	1.8089e-06	1.5658e-06	1.3552e-06	1.173e-06	1.0152e-06	8.7868e-07	7.6049e-07	6.5818e-07	5.6964e-07	4.93e-07	4.2667e-07	3.6926e-07	3.1957e-07	2.7657e-07	2.3935e-07	2.0714e-07	1.7927e-07	1.5514e-07	1.3427e-07	1.162e-07	1.0056e-07	8.7026e-08	7.5314e-08	6.5178e-08	5.6406e-08	4.8815e-08	4.2245e-08	3.656e-08	3.1639e-08	2.7381e-08	2.3696e-08	2.0507e-08	1.7747e-08	1.5359e-08	1.3291e-08	1.1503e-08	9.9545e-09	8.6148e-09	7.4553e-09	6.4519e-09	5.5836e-09
1.6674e-08	2.1038e-08	2.6545e-08	3.3494e-08	4.2261e-08	5.3323e-08	6.7281e-08	8.4892e-08	1.0711e-07	1.3515e-07	1.7053e-07	2.1516e-07	2.7148e-07	3.4253e-07	4.3217e-07	5.4525e-07	6.8791e-07	8.6782e-07	1.0947e-06	1.3807e-06	1.7409e-06	2.1942e-06	2.7639e-06	3.4781e-06	4.3699e-06	5.4768e-06	6.8376e-06	8.4852e-06	1.0433e-05	1.2649e-05	1.5026e-05	1.7343e-05	1.9268e-05	2.0427e-05	2.0548e-05	1.96e-05	1.7812e-05	1.5549e-05	1.3163e-05	1.0898e-05	8.8869e-06	7.1736e-06	5.7523e-06	4.5929e-06	3.6572e-06	2.9071e-06	2.3083e-06	1.8316e-06	1.4527e-06	1.1519e-06	9.1319e-07	7.2388e-07	5.7377e-07	4.5477e-07	3.6045e-07	2.8568e-07	2.2642e-07	1.7945e-07	1.4222e-07	1.1272e-07	8.9334e-08	7.0801e-08	5.6113e-08	4.4472e-08	3.5246e-08	2.7934e-08	2.2139e-08	1.7546e-08	1.3906e-08	1.1021e-08	8.7349e-09	6.9228e-09	5.4866e-09	4.3484e-09	3.4463e-09	2.7313e-09	2.1647e-09	1.7156e-09	1.3597e-09	1.0776e-09	8.5407e-10	6.7689e-10	5.3647e-10	4.2517e-10	3.3697e-10	2.6706e-10	2.1166e-10	1.6775e-10	1.3295e-10	1.0537e-10	8.3509e-11	6.6184e-11	5.2454e-11	4.1572e-11	3.2948e-11	2.6113e-11	2.0695e-11	1.6402e-11	1.2999e-11	1.0303e-11
-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14	-1.3405e-14
